#flows,iteration,epsilon,r_threshold,is_correlated,#correlated_detect,#non-uniform_detect,#all_cases
800,7,0.1,0.01,0,0,14,14
800,2,0.2,0.01,1,12,2,14
800,7,0.1,0.01,-1,0,4,14
800,2,0.2,0.01,0,0,14,14
800,7,0.2,0.01,1,14,0,14
800,2,0.2,0.01,-1,0,8,14
800,7,0.2,0.01,0,1,13,14
800,2,0.4,0.01,1,13,1,14
800,7,0.2,0.01,-1,0,8,14
800,2,0.4,0.01,0,0,14,14
800,7,0.4,0.01,1,13,1,14
800,2,0.4,0.01,-1,1,10,14
800,7,0.4,0.01,0,1,13,14
800,3,0.0001,0.01,1,14,0,14
800,7,0.4,0.01,-1,1,11,14
800,3,0.0001,0.01,0,0,14,14
800,8,0.0001,0.01,1,14,0,14
800,3,0.0001,0.01,-1,0,0,14
800,8,0.0001,0.01,0,1,13,14
800,3,0.001,0.01,1,14,0,14
800,8,0.0001,0.01,-1,0,0,14
800,3,0.001,0.01,0,0,14,14
800,8,0.001,0.01,1,13,1,14
800,3,0.001,0.01,-1,0,0,14
800,8,0.001,0.01,0,0,14,14
800,3,0.01,0.01,1,14,0,14
800,8,0.001,0.01,-1,0,0,14
800,3,0.01,0.01,0,1,13,14
800,8,0.01,0.01,1,13,1,14
800,3,0.01,0.01,-1,0,2,14
800,8,0.01,0.01,0,0,14,14
800,3,0.1,0.01,1,14,0,14
800,8,0.01,0.01,-1,0,2,14
800,3,0.1,0.01,0,1,13,14
800,8,0.1,0.01,1,14,0,14
800,3,0.1,0.01,-1,0,5,14
800,8,0.1,0.01,0,1,13,14
800,3,0.2,0.01,1,12,2,14
800,8,0.1,0.01,-1,0,5,14
800,3,0.2,0.01,0,1,13,14
800,8,0.2,0.01,1,13,1,14
800,3,0.2,0.01,-1,0,9,14
800,8,0.2,0.01,0,0,14,14
800,3,0.4,0.01,1,13,1,14
800,8,0.2,0.01,-1,0,7,14
800,3,0.4,0.01,0,0,14,14
800,8,0.4,0.01,1,14,0,14
800,3,0.4,0.01,-1,0,10,14
800,8,0.4,0.01,0,0,14,14
800,4,0.0001,0.01,1,12,2,14
800,8,0.4,0.01,-1,0,13,14
800,4,0.0001,0.01,0,0,14,14
800,9,0.0001,0.01,1,14,0,14
800,4,0.0001,0.01,-1,0,0,14
800,9,0.0001,0.01,0,0,14,14
800,4,0.001,0.01,1,13,1,14
800,9,0.0001,0.01,-1,0,0,14
800,4,0.001,0.01,0,0,14,14
800,9,0.001,0.01,1,13,1,14
800,4,0.001,0.01,-1,0,0,14
800,9,0.001,0.01,0,0,14,14
800,4,0.01,0.01,1,13,1,14
800,9,0.001,0.01,-1,0,1,14
800,4,0.01,0.01,0,0,14,14
800,9,0.01,0.01,1,12,2,14
800,4,0.01,0.01,-1,0,0,14
800,9,0.01,0.01,0,0,14,14
800,4,0.1,0.01,1,13,1,14
800,9,0.01,0.01,-1,0,1,14
800,4,0.1,0.01,0,0,14,14
800,9,0.1,0.01,1,13,1,14
800,4,0.1,0.01,-1,1,2,14
800,9,0.1,0.01,0,0,14,14
800,4,0.2,0.01,1,13,1,14
800,9,0.1,0.01,-1,0,2,14
800,4,0.2,0.01,0,1,13,14
800,9,0.2,0.01,1,12,2,14
800,4,0.2,0.01,-1,0,5,14
800,9,0.2,0.01,0,0,14,14
800,4,0.4,0.01,1,13,1,14
800,9,0.2,0.01,-1,1,6,14
800,4,0.4,0.01,0,0,14,14
800,9,0.4,0.01,1,12,2,14
800,4,0.4,0.01,-1,0,12,14
800,9,0.4,0.01,0,0,14,14
800,9,0.4,0.01,-1,1,10,14
