#flows,iteration,epsilon,r_threshold,is_correlated,#correlated_detect,#non-uniform_detect,#all_cases
800,3,0.0001,0.01,0,0,14,14
800,3,0.0001,0.01,-1,0,0,14
800,3,0.001,0.01,1,11,3,14
800,3,0.001,0.01,0,0,14,14
800,3,0.001,0.01,-1,0,0,14
800,3,0.01,0.01,1,13,1,14
800,3,0.01,0.01,0,0,14,14
800,3,0.01,0.01,-1,0,0,14
800,3,0.1,0.01,1,14,0,14
800,3,0.1,0.01,0,3,11,14
800,3,0.1,0.01,-1,2,0,14
800,3,0.2,0.01,1,14,0,14
800,3,0.2,0.01,0,3,11,14
800,3,0.2,0.01,-1,3,0,14
800,3,0.4,0.01,1,14,0,14
800,3,0.4,0.01,0,10,4,14
800,3,0.4,0.01,-1,11,0,14
800,4,0.0001,0.01,1,3,11,14
800,4,0.0001,0.01,0,0,14,14
800,4,0.0001,0.01,-1,0,0,14
800,4,0.001,0.01,1,8,6,14
800,4,0.001,0.01,0,0,14,14
800,4,0.001,0.01,-1,0,0,14
800,4,0.01,0.01,1,13,1,14
800,4,0.01,0.01,0,0,14,14
800,4,0.01,0.01,-1,1,0,14
800,4,0.1,0.01,1,14,0,14
800,4,0.1,0.01,0,4,10,14
800,4,0.1,0.01,-1,1,0,14
800,4,0.2,0.01,1,14,0,14
800,4,0.2,0.01,0,7,7,14
800,4,0.2,0.01,-1,3,0,14
800,4,0.4,0.01,1,14,0,14
800,4,0.4,0.01,0,11,3,14
800,4,0.4,0.01,-1,12,0,14
800,5,0.0001,0.01,1,3,11,14
800,5,0.0001,0.01,0,0,14,14
800,5,0.0001,0.01,-1,0,1,14
800,5,0.001,0.01,1,8,6,14
800,5,0.001,0.01,0,0,14,14
800,5,0.001,0.01,-1,0,0,14
800,5,0.01,0.01,1,12,2,14
800,5,0.01,0.01,0,0,14,14
800,5,0.01,0.01,-1,2,0,14
800,5,0.1,0.01,1,14,0,14
800,5,0.1,0.01,0,3,11,14
800,5,0.1,0.01,-1,3,0,14
800,5,0.2,0.01,1,14,0,14
800,5,0.2,0.01,0,7,7,14
800,5,0.2,0.01,-1,5,0,14
800,5,0.4,0.01,1,14,0,14
800,5,0.4,0.01,0,12,2,14
800,5,0.4,0.01,-1,10,0,14
800,6,0.0001,0.01,1,6,8,14
800,6,0.0001,0.01,0,0,14,14
800,6,0.0001,0.01,-1,0,0,14
800,6,0.001,0.01,1,13,1,14
800,6,0.001,0.01,0,0,14,14
800,6,0.001,0.01,-1,0,0,14
800,6,0.01,0.01,1,12,2,14
800,6,0.01,0.01,0,0,14,14
800,6,0.01,0.01,-1,0,0,14
800,6,0.1,0.01,1,14,0,14
800,6,0.1,0.01,0,2,12,14
800,6,0.1,0.01,-1,4,0,14
800,6,0.2,0.01,1,14,0,14
800,6,0.2,0.01,0,7,7,14
800,6,0.2,0.01,-1,6,0,14
800,6,0.4,0.01,1,14,0,14
800,6,0.4,0.01,0,12,2,14
800,6,0.4,0.01,-1,12,0,14
800,7,0.0001,0.01,1,4,10,14
800,7,0.0001,0.01,0,0,14,14
800,7,0.0001,0.01,-1,0,0,14
800,7,0.001,0.01,1,12,2,14
800,7,0.001,0.01,0,0,14,14
800,7,0.001,0.01,-1,0,0,14
800,7,0.01,0.01,1,10,4,14
800,7,0.01,0.01,0,0,14,14
800,7,0.01,0.01,-1,0,1,14
800,7,0.1,0.01,1,14,0,14
800,7,0.1,0.01,0,2,12,14
800,7,0.1,0.01,-1,4,0,14
800,7,0.2,0.01,1,14,0,14
800,7,0.2,0.01,0,3,11,14
800,7,0.2,0.01,-1,7,0,14
800,7,0.4,0.01,1,14,0,14
800,7,0.4,0.01,0,9,5,14
800,7,0.4,0.01,-1,10,0,14
800,8,0.0001,0.01,1,4,10,14
800,8,0.0001,0.01,0,0,14,14
800,8,0.0001,0.01,-1,0,0,14
800,8,0.001,0.01,1,9,5,14
800,8,0.001,0.01,0,0,14,14
800,8,0.001,0.01,-1,0,0,14
800,8,0.01,0.01,1,14,0,14
800,8,0.01,0.01,0,0,14,14
800,8,0.01,0.01,-1,0,0,14
800,8,0.1,0.01,1,14,0,14
800,8,0.1,0.01,0,3,11,14
800,8,0.1,0.01,-1,2,0,14
800,8,0.2,0.01,1,14,0,14
800,8,0.2,0.01,0,2,12,14
800,8,0.2,0.01,-1,9,0,14
800,8,0.4,0.01,1,14,0,14
800,8,0.4,0.01,0,13,1,14
800,8,0.4,0.01,-1,13,0,14
800,9,0.0001,0.01,1,3,11,14
800,9,0.0001,0.01,0,0,14,14
800,9,0.0001,0.01,-1,0,0,14
800,9,0.001,0.01,1,11,3,14
800,9,0.001,0.01,0,0,14,14
800,9,0.001,0.01,-1,0,0,14
800,9,0.01,0.01,1,13,1,14
800,9,0.01,0.01,0,1,13,14
800,9,0.01,0.01,-1,0,0,14
800,9,0.1,0.01,1,14,0,14
800,9,0.1,0.01,0,0,14,14
800,9,0.1,0.01,-1,2,0,14
800,9,0.2,0.01,1,14,0,14
800,9,0.2,0.01,0,4,10,14
800,9,0.2,0.01,-1,7,0,14
800,9,0.4,0.01,1,14,0,14
800,9,0.4,0.01,0,10,4,14
800,9,0.4,0.01,-1,11,0,14
